iter	Passed	Remaining
250	51489	153648
251	51936	154160
252	52151	153979
253	52341	153728
254	52558	153554
255	52956	153905
256	53270	154006
257	53555	154023
258	53823	153990
259	54199	154261
260	54439	154141
261	54618	153848
262	54803	153575
263	54986	153296
264	55340	153491
265	55483	153099
266	55626	152712
267	55809	152433
268	55995	152166
269	56322	152280
270	56433	151809
271	56551	151359
272	56657	150879
273	56782	150453
274	56905	150022
275	57073	149714
276	57242	149407
277	57585	149557
278	57812	149399
279	57981	149095
280	58197	148911
281	58406	148708
282	58839	149074
283	59027	148816
284	59206	148535
285	59428	148363
286	59649	148187
287	60043	148440
288	60282	148308
289	60468	148043
290	60707	147908
291	61109	148169
292	61366	148075
293	61580	147878
294	61817	147733
295	62228	148002
296	62469	147865
297	62696	147694
298	62849	147349
299	63076	147177
300	63433	147309
301	63671	147161
302	63860	146900
303	64040	146619
304	64247	146400
305	64717	146776
306	65001	146730
307	65204	146498
308	65450	146364
309	65892	146664
310	66140	146529
311	66355	146321
312	66568	146111
313	66977	146325
314	67190	146111
315	67452	146005
316	67645	145747
317	67874	145567
318	68303	145813
319	68543	145655
320	68776	145479
321	68983	145251
322	69352	145360
323	69568	145149
324	69803	144977
325	69998	144721
326	70212	144504
327	70689	144826
328	71005	144815
329	71210	144579
330	71417	144345
331	71552	143967
332	71769	143755
333	71960	143489
334	72151	143225
335	72288	142854
336	72406	142449
337	72522	142041
338	72706	141766
339	72833	141382
340	73017	141109
341	73162	140762
342	73360	140518
343	73587	140329
344	73991	140476
345	74250	140345
346	74485	140169
347	74735	140021
348	75219	140309
349	75466	140152
350	75680	139933
351	75861	139654
352	76138	139551
353	76581	139751
354	76841	139613
355	77066	139411
356	77342	139303
357	77657	139262
358	77955	139190
359	78211	139042
360	78685	139279
361	78904	139063
362	79122	138845
363	79319	138590
364	79551	138397
365	79960	138511
366	80246	138408
367	80460	138182
368	80713	138021
369	81196	138254
370	81448	138088
371	81686	137900
372	81950	137756
373	82369	137869
374	82618	137697
375	82815	137438
376	83012	137179
377	83265	137013
378	83703	137150
379	83939	136954
380	84161	136735
381	84416	136569
382	84868	136720
383	85148	136592
384	85394	136408
385	85620	136194
386	86127	136424
387	86393	136270
388	86580	135991
389	86785	135741
390	87032	135557
391	87334	135457
392	87494	135137
393	87681	134860
394	87899	134631
395	88097	134370
396	88305	134126
397	88425	133749
398	88542	133368
399	88667	133000
400	88859	132735
401	89032	132441
402	89197	132136
403	89621	132214
404	89820	131958
405	90146	131889
406	90474	131821
407	90932	131940
408	91151	131712
409	91378	131495
410	91623	131304
411	92073	131406
412	92388	131313
413	92628	131112
414	92886	130937
415	93346	131043
416	93612	130877
417	93814	130622
418	94038	130397
419	94556	130577
420	94835	130427
421	95073	130218
422	95348	130061
423	95866	130233
424	96133	130062
425	96342	129813
426	96606	129637
427	97091	129757
428	97355	129580
429	97579	129349
430	97823	129145
431	98247	129177
432	98527	129018
433	98766	128806
434	99019	128611
435	99548	128773
436	99766	128532
437	99970	128272
438	100176	128016
439	100408	127792
440	100836	127817
441	101111	127647
442	101361	127445
443	101643	127282
444	102117	127360
445	102379	127171
446	102559	126880
447	102856	126733
448	103197	126641
449	103395	126372
450	103581	126088
451	103769	125808
452	103909	125471
453	104039	125122
454	104277	124903
455	104415	124566
456	104590	124272
457	104768	123983
458	104950	123699
459	105450	123790
460	105725	123613
461	105998	123435
462	106252	123234
463	106744	123308
464	106984	123089
465	107251	122902
466	107540	122739
467	108000	122769
468	108266	122578
469	108505	122357
470	108728	122117
471	109242	122203
472	109454	121950
473	109705	121740
474	109912	121482
475	110166	121275
476	110717	121394
477	111013	121232
478	111306	121066
479	111549	120844
480	112073	120927
481	112326	120716
482	112567	120491
483	112808	120267
484	113289	120297
485	113463	120000
486	113704	119774
487	113928	119531
488	114460	119610
489	114714	119396
490	114935	119149
491	115142	118886
492	115403	118680
493	115843	118657
494	116094	118440
495	116283	118158
496	116560	117967
497	117048	117988
498	117293	117763
499	117480	117480
500	117713	117243
501	118285	117343
502	118530	117116
503	118767	116882
504	118945	116590
505	119129	116304
506	119403	116106
507	119610	115843
508	119808	115571
509	119949	115245
510	120054	114885
511	120182	114549
512	120316	114218
513	120618	114048
514	120838	113799
515	121058	113550
516	121256	113281
517	121478	113035
518	122040	113105
519	122288	112881
520	122512	112636
521	122730	112385
522	123205	112368
523	123448	112140
524	123682	111903
525	123875	111629
526	124096	111380
527	124691	111467
528	125005	111300
529	125222	111046
530	125451	110803
531	126041	110878
532	126293	110654
533	126538	110424
534	126771	110184
535	127251	110158
536	127556	109979
537	127813	109758
538	128066	109533
539	128560	109514
540	128790	109269
541	129048	109048
542	129315	108834
543	130023	108990
544	130287	108772
545	130480	108494
546	130670	108215
547	131182	108201
548	131445	107981
549	131703	107757
550	131917	107497
551	132377	107437
552	132631	107208
553	132867	106965
554	133065	106691
555	133285	106436
556	133866	106468
557	134098	106221
558	134335	105978
559	134525	105698
560	134759	105453
561	135072	105269
562	135221	104958
563	135417	104684
564	135612	104409
565	135829	104151
566	136198	104010
567	136335	103691
568	136473	103374
569	136674	103105
570	136885	102843
571	137119	102599
572	137656	102581
573	137857	102312
574	138050	102037
575	138278	101788
576	138801	101755
577	139033	101509
578	139277	101270
579	139466	100992
580	139721	100763
581	140326	100784
582	140647	100600
583	140830	100317
584	141077	100080
585	141618	100051
586	141858	99808
587	142067	99543
588	142271	99275
589	142821	99249
590	143080	99018
591	143384	98819
592	143603	98561
593	144203	98563
594	144472	98338
595	144747	98117
596	145005	97885
597	145510	97817
598	145746	97569
599	145996	97330
600	146220	97074
601	146452	96824
602	147034	96803
603	147280	96561
604	147507	96306
605	147746	96059
606	148285	96007
607	148586	95799
608	148873	95582
609	149174	95373
610	149781	95360
611	150026	95114
612	150226	94841
613	150456	94586
614	150888	94458
615	151042	94156
616	151219	93868
617	151414	93592
618	151642	93337
619	151773	93022
620	152040	92791
621	152173	92478
622	152332	92182
623	152516	91900
624	152717	91630
625	152887	91341
626	153533	91336
627	153802	91105
628	153988	90826
629	154190	90556
630	154699	90466
631	154949	90223
632	155193	89978
633	155391	89705
634	155620	89451
635	156265	89434
636	156516	89192
637	156698	88910
638	156885	88631
639	157091	88363
640	157555	88240
641	157831	88011
642	158119	87789
643	158378	87550
644	158889	87450
645	159136	87204
646	159337	86933
647	159546	86667
648	160095	86584
649	160344	86339
650	160584	86089
651	160809	85830
652	161327	85728
653	161565	85476
654	161798	85222
655	162000	84951
656	162254	84708
657	162855	84645
658	163087	84389
659	163292	84120
660	163499	83852
661	164137	83804
662	164382	83554
663	164643	83313
664	164896	83068
665	165590	83043
666	165894	82822
667	166132	82568
668	166326	82293
669	166554	82034
670	166899	81832
671	167090	81556
672	167308	81292
673	167453	80993
674	167580	80686
675	167711	80382
676	168027	80166
677	168228	79896
678	168442	79631
679	168650	79364
680	168890	79113
681	169461	79015
682	169721	78772
683	169948	78514
684	170171	78253
685	170731	78148
686	170953	77886
687	171286	77676
688	171560	77438
689	172298	77409
690	172631	77197
691	172922	76965
692	173158	76709
693	173721	76597
694	173955	76340
695	174144	76062
696	174369	75802
697	175000	75716
698	175242	75462
699	175474	75203
700	175670	74929
701	175947	74690
702	176401	74525
703	176618	74259
704	176820	73988
705	177071	73737
706	177721	73652
707	177895	73369
708	178122	73108
709	178302	72827
710	178519	72562
711	179134	72458
712	179358	72196
713	179649	71960
714	179865	71694
715	180563	71619
716	180798	71361
717	181030	71100
718	181305	70857
719	181543	70600
720	182000	70427
721	182238	70169
722	182489	69916
723	182651	69629
724	183196	69488
725	183455	69237
726	183646	68962
727	183820	68680
728	184034	68413
729	184438	68216
730	184639	67945
731	184867	67683
732	185076	67415
733	185284	67146
734	185991	67058
735	186281	66818
736	186540	66567
737	186710	66284
738	186970	66034
739	187470	65867
740	187735	65618
741	187927	65344
742	188193	65095
743	188897	64997
744	189148	64742
745	189343	64468
746	189557	64200
747	190170	64068
748	190441	63819
749	190684	63561
750	190900	63294
751	191623	63194
752	191871	62938
753	192090	62671
754	192305	62403
755	192534	62140
756	193205	62019
757	193485	61772
758	193680	61497
759	193908	61234
760	194575	61108
761	194868	60864
762	195083	60595
763	195281	60322
764	195916	60183
765	196129	59914
766	196397	59661
767	196593	59387
768	196834	59127
769	197594	59021
770	197831	58759
771	198034	58486
772	198207	58205
773	198377	57924
774	198749	57701
775	198964	57432
776	199145	57155
777	199307	56871
778	199440	56580
779	199588	56294
780	199987	56078
781	200226	55817
782	200474	55559
783	200708	55297
784	201308	55135
785	201587	54885
786	201828	54624
787	202055	54360
788	202440	54137
789	202895	53934
790	203153	53677
791	203364	53408
792	203595	53145
793	204101	52953
794	204375	52700
795	204556	52424
796	204780	52158
797	205530	52026
798	205793	51770
799	206031	51507
800	206224	51234
801	206457	50970
802	207271	50849
803	207507	50586
804	207724	50318
805	207939	50049
806	208449	49852
807	208706	49593
808	208925	49326
809	209153	49060
810	209391	48797
811	210089	48641
812	210316	48375
813	210523	48104
814	210747	47838
815	211419	47672
816	211653	47408
817	211881	47142
818	212080	46870
819	212268	46595
820	212972	46433
821	213227	46173
822	213433	45902
823	213742	45653
824	214247	45446
825	214446	45173
826	214696	44912
827	214925	44646
828	215068	44362
829	215485	44135
830	215705	43867
831	215931	43601
832	216159	43335
833	216920	43176
834	217159	42911
835	217421	42651
836	217616	42379
837	217864	42117
838	218425	41914
839	218704	41657
840	218901	41385
841	219147	41122
842	219841	40943
843	220068	40676
844	220309	40411
845	220550	40147
846	220742	39874
847	221329	39672
848	221550	39404
849	221776	39136
850	222006	38870
851	222647	38675
852	222891	38411
853	223125	38145
854	223433	37892
855	224059	37692
856	224276	37423
857	224539	37161
858	224742	36890
859	224980	36624
860	225673	36432
861	225996	36180
862	226281	35921
863	226557	35661
864	227250	35466
865	227558	35211
866	227770	34940
867	228014	34674
868	228707	34477
869	228945	34210
870	229148	33938
871	229379	33670
872	230111	33475
873	230286	33199
874	230515	32930
875	230753	32663
876	230994	32397
877	231373	32149
878	231511	31869
879	231638	31587
880	231851	31317
881	232060	31046
882	232254	30774
883	232925	30564
884	233161	30297
885	233376	30028
886	233601	29759
887	234205	29539
888	234429	29270
889	234707	29008
890	235050	28754
891	235799	28549
892	236052	28284
893	236271	28014
894	236498	27745
895	237056	27515
896	237290	27247
897	237554	26982
898	237831	26719
899	238524	26502
900	238792	26238
901	239059	25973
902	239257	25700
903	239471	25430
904	240207	25215
905	240433	24945
906	240661	24676
907	240883	24406
908	241534	24180
909	241755	23909
910	241997	23641
911	242191	23369
912	242421	23100
913	243133	22876
914	243375	22608
915	243589	22337
916	243803	22067
917	243996	21794
918	244666	21564
919	244908	21296
920	245145	21027
921	245381	20758
922	245997	20522
923	246202	20250
924	246409	19979
925	246611	19707
926	247019	19452
927	247326	19189
928	247525	18917
929	247733	18646
930	247979	18378
931	248554	18134
932	248828	17868
933	249039	17598
934	249264	17328
935	249673	17071
936	250099	16815
937	250352	16547
938	250553	16276
939	250789	16007
940	251533	15770
941	251782	15502
942	251984	15231
943	252223	14962
944	252934	14721
945	253170	14451
946	253430	14183
947	253625	13911
948	253825	13640
949	254628	13401
950	254860	13131
951	255085	12861
952	255285	12590
953	256054	12346
954	256326	12078
955	256549	11807
956	256757	11536
957	256988	11266
958	257704	11017
959	257932	10747
960	258167	10477
961	258346	10204
962	258541	9933
963	259373	9686
964	259569	9414
965	259796	9143
966	259987	8872
967	260666	8617
968	260906	8346
969	261116	8075
970	261299	7803
971	261556	7534
972	262017	7270
973	262176	6998
974	262437	6729
975	262570	6456
976	262711	6184
977	262873	5913
978	263327	5648
979	263511	5377
980	263736	5108
981	263931	4837
982	264174	4568
983	264950	4308
984	265220	4038
985	265467	3769
986	265733	3500
987	266466	3236
988	266721	2966
989	266930	2696
990	267148	2426
991	267872	2160
992	268117	1890
993	268358	1619
994	268581	1349
995	268771	1079
996	269515	810
997	269750	540
998	269978	270
999	270209	0
